Time,Roller Count,Barcode,AC_X,AC_Y,AC_Z,GY_X,GY_Y,GY_Z,Pressure,Thermal,Trash
09/04/2020 08:50:07.246,0,START,0.052734375,-0.0078125,0.9853515625,-1.5869140625,1.0986328125,-1.52587890625,101422,LEFT RIGHT,
09/04/2020 08:50:07.402,0,,0.0537109375,-0.015625,1.0029296875,-2.197265625,0.30517578125,-0.48828125,101422,,
09/04/2020 08:50:07.540,0,,0.048828125,-0.0166015625,0.9853515625,-1.0986328125,0.8544921875,-1.52587890625,101422,,
09/04/2020 08:50:07.746,0,,0.0458984375,-0.0126953125,0.9833984375,-1.0986328125,0.8544921875,-1.52587890625,101421,,
09/04/2020 08:50:07.820,0,,0.0546875,-0.0126953125,1.0126953125,-2.3193359375,1.220703125,-0.79345703125,101421,,
09/04/2020 08:50:07.991,0,,0.0439453125,-0.0087890625,0.9912109375,-0.42724609375,0.79345703125,-1.52587890625,101421,,
09/04/2020 08:50:08.162,0,,0.0458984375,-0.01171875,0.99609375,-0.79345703125,0.244140625,-1.52587890625,101421,,
09/04/2020 08:50:08.248,0,,0.0517578125,-0.0166015625,0.99609375,-3.47900390625,0.3662109375,-1.3427734375,101421,,
09/04/2020 08:50:08.425,0,,0.0458984375,-0.0087890625,0.9912109375,-0.9765625,0.48828125,-1.28173828125,101421,LEFT,
09/04/2020 08:50:08.516,0,,0.0478515625,-0.0166015625,0.998046875,-1.28173828125,0.8544921875,-1.28173828125,101421,,
09/04/2020 08:50:08.656,0,,0.0458984375,0.0,0.9951171875,-0.67138671875,0.9765625,-1.52587890625,101421,,
09/04/2020 08:50:08.744,0,,0.0517578125,-0.009765625,0.9931640625,-2.5634765625,0.30517578125,-2.0751953125,101421,,
09/04/2020 08:50:08.866,0,,0.0537109375,-0.013671875,0.9990234375,-1.15966796875,0.48828125,-1.708984375,101421,,
09/04/2020 08:50:08.949,0,,0.0498046875,-0.01171875,1.0087890625,-1.5869140625,1.03759765625,-1.64794921875,101421,,
09/04/2020 08:50:09.042,0,,0.0478515625,-0.0029296875,1.005859375,-0.244140625,0.9765625,-1.28173828125,101421,,
09/04/2020 08:50:09.205,0,,0.0537109375,-0.01171875,0.9892578125,-3.23486328125,0.79345703125,-1.40380859375,101421,,
09/04/2020 08:50:09.379,0,,0.0546875,-0.0166015625,1.0,-0.67138671875,0.6103515625,-1.15966796875,101421,,
09/04/2020 08:50:09.548,0,,0.0400390625,-0.0107421875,0.9921875,-2.38037109375,0.244140625,-1.28173828125,101421,,
09/04/2020 08:50:09.646,0,,0.0439453125,-0.005859375,1.0087890625,0.244140625,0.30517578125,-1.46484375,101421,,
09/04/2020 08:50:09.742,0,,0.04296875,-0.01171875,0.978515625,-0.54931640625,0.1220703125,-0.9765625,101421,,
09/04/2020 08:50:09.914,0,,0.0498046875,-0.015625,1.0146484375,-1.64794921875,0.67138671875,-1.0986328125,101421,,
09/04/2020 08:50:10.094,0,,0.048828125,-0.0078125,0.984375,-0.244140625,0.67138671875,-1.5869140625,101421,,
09/04/2020 08:50:10.285,0,,0.048828125,-0.009765625,1.01171875,-0.42724609375,0.8544921875,-0.79345703125,101421,,
09/04/2020 08:50:10.493,0,,0.05078125,0.0,1.0009765625,-1.64794921875,1.03759765625,-1.15966796875,101421,,
09/04/2020 08:50:10.588,0,,0.046875,-0.0166015625,0.9892578125,-2.38037109375,1.220703125,-1.40380859375,101421,,
09/04/2020 08:50:10.753,0,,0.0478515625,-0.01171875,0.9853515625,-0.79345703125,0.67138671875,-0.91552734375,101421,,
09/04/2020 08:50:10.931,0,,0.052734375,-0.015625,0.9951171875,-1.953125,0.9765625,-1.40380859375,101421,,
09/04/2020 08:50:11.007,0,,0.04296875,-0.0048828125,0.9833984375,-1.5869140625,0.0,-1.0986328125,101421,,
09/04/2020 08:50:11.164,0,,0.052734375,-0.00390625,0.9912109375,-0.732421875,0.8544921875,-0.8544921875,101421,,
09/04/2020 08:50:11.392,0,,0.0595703125,-0.0029296875,0.986328125,-3.11279296875,0.6103515625,-0.54931640625,101421,,
09/04/2020 08:50:11.496,0,,0.044921875,-0.0107421875,0.9873046875,-3.2958984375,0.48828125,-1.52587890625,101421,,
09/04/2020 08:50:11.597,0,,0.0498046875,-0.0185546875,1.005859375,-2.50244140625,0.79345703125,-1.28173828125,101421,,
09/04/2020 08:50:11.782,0,,0.0556640625,-0.0126953125,0.998046875,-1.52587890625,0.48828125,-1.0986328125,101421,,
09/04/2020 08:50:11.883,0,,0.048828125,-0.005859375,0.9892578125,-1.89208984375,0.91552734375,-1.220703125,101421,,
09/04/2020 08:50:11.992,0,,0.044921875,-0.01953125,0.9892578125,-2.25830078125,0.67138671875,-1.03759765625,101421,,
09/04/2020 08:50:12.096,0,,0.041015625,-0.013671875,0.9892578125,0.244140625,0.67138671875,-1.0986328125,101421,,
09/04/2020 08:50:12.192,0,,0.0458984375,-0.0068359375,1.00390625,-1.89208984375,0.18310546875,-1.0986328125,101421,,
09/04/2020 08:50:12.285,0,,0.041015625,-0.0107421875,0.998046875,-1.5869140625,1.0986328125,-1.28173828125,101421,,
09/04/2020 08:50:12.387,0,,0.0458984375,-0.017578125,0.9921875,-0.1220703125,0.48828125,-0.9765625,101421,,
09/04/2020 08:50:12.488,0,,0.0458984375,-0.005859375,1.001953125,0.54931640625,0.3662109375,-0.9765625,101421,,
09/04/2020 08:50:12.648,0,,0.033203125,-0.0185546875,0.96484375,-0.67138671875,0.42724609375,-1.40380859375,101421,,
09/04/2020 08:50:12.823,0,,0.0654296875,-0.0068359375,1.0009765625,-0.06103515625,0.79345703125,-1.220703125,101421,,
09/04/2020 08:50:12.908,0,,0.0478515625,-0.0087890625,0.9873046875,-4.08935546875,0.48828125,-0.9765625,101421,,
09/04/2020 08:50:13.114,0,,0.0595703125,-0.0107421875,0.9951171875,-1.8310546875,0.54931640625,-1.40380859375,101421,,
09/04/2020 08:50:13.191,0,,0.046875,-0.0107421875,0.998046875,-1.03759765625,0.79345703125,-1.28173828125,101421,,
09/04/2020 08:50:13.297,0,,0.052734375,-0.0087890625,0.9833984375,-2.685546875,1.0986328125,-1.28173828125,101421,,
09/04/2020 08:50:13.440,0,,0.0478515625,-0.0146484375,1.00390625,-2.0751953125,1.03759765625,-1.46484375,101421,,
09/04/2020 08:50:13.617,0,,0.052734375,-0.0068359375,0.9921875,-0.8544921875,0.48828125,-1.3427734375,101421,,
09/04/2020 08:50:13.759,0,,0.05078125,-0.005859375,0.990234375,-0.42724609375,0.54931640625,-1.52587890625,101421,,
09/04/2020 08:50:13.937,0,,0.0458984375,-0.0146484375,0.9951171875,-1.64794921875,0.18310546875,-1.0986328125,101421,,
09/04/2020 08:50:14.092,0,,0.0400390625,-0.0107421875,0.990234375,-2.8076171875,0.732421875,-1.40380859375,101421,,
09/04/2020 08:50:14.167,0,,0.0439453125,-0.0185546875,0.982421875,-2.01416015625,0.67138671875,-0.6103515625,101421,,
09/04/2020 08:50:14.355,0,,0.0439453125,-0.005859375,0.986328125,-1.953125,1.28173828125,-1.220703125,101421,,
09/04/2020 08:50:14.460,0,,0.048828125,-0.0107421875,0.9990234375,-1.28173828125,0.9765625,-1.15966796875,101421,,
09/04/2020 08:50:14.673,0,,0.044921875,-0.015625,0.9873046875,-2.197265625,0.18310546875,-0.9765625,101421,,
09/04/2020 08:50:14.776,0,,0.046875,-0.009765625,0.9833984375,-1.953125,0.9765625,-1.220703125,101421,,
09/04/2020 08:50:14.871,0,,0.0439453125,-0.009765625,0.9794921875,-2.0751953125,0.9765625,-1.3427734375,101421,,
09/04/2020 08:50:15.013,0,,0.0458984375,-0.0087890625,0.9912109375,-1.0986328125,0.91552734375,-1.03759765625,101421,,
09/04/2020 08:50:15.119,0,,0.052734375,-0.013671875,1.0078125,-0.6103515625,0.67138671875,-1.0986328125,101421,,
09/04/2020 08:50:15.206,0,,0.0537109375,-0.0078125,0.998046875,-0.9765625,0.48828125,-1.64794921875,101421,,
09/04/2020 08:50:15.380,0,,0.0498046875,-0.0068359375,0.9794921875,0.06103515625,1.15966796875,-0.732421875,101421,,
09/04/2020 08:50:15.520,0,,0.0546875,-0.0078125,0.9970703125,-1.5869140625,0.79345703125,-1.0986328125,101421,,
09/04/2020 08:50:15.598,0,,0.05078125,-0.0078125,1.0078125,-1.77001953125,0.732421875,-1.52587890625,101421,,
09/04/2020 08:50:15.778,0,,0.0439453125,-0.015625,0.9970703125,-2.197265625,0.42724609375,-1.28173828125,101421,,
09/04/2020 08:50:15.933,0,,0.0458984375,-0.0126953125,0.9921875,-1.953125,0.8544921875,-1.5869140625,101421,,
09/04/2020 08:50:16.029,0,,0.05078125,-0.0107421875,0.994140625,-3.84521484375,0.8544921875,-1.3427734375,101421,,
09/04/2020 08:50:16.189,0,,0.048828125,-0.0078125,0.9931640625,-1.46484375,0.91552734375,-1.89208984375,101421,LEFT,
09/04/2020 08:50:16.384,0,,0.0576171875,-0.013671875,1.0166015625,-0.67138671875,0.54931640625,-0.732421875,101421,,
09/04/2020 08:50:16.521,0,,0.052734375,-0.015625,0.9931640625,-2.44140625,0.54931640625,-0.79345703125,101421,,
09/04/2020 08:50:16.690,0,,-0.06640625,-0.068359375,0.966796875,2.3193359375,0.67138671875,-0.9765625,101422,,
09/04/2020 08:50:16.852,0,,-0.576171875,0.1767578125,0.4169921875,94.90966796875,-91.552734375,-2.0751953125,101422,,
09/04/2020 08:50:16.943,0,,-0.0556640625,-0.037109375,0.626953125,-50.537109375,-7.99560546875,9.765625,101422,,
09/04/2020 08:50:17.123,2,,-0.5283203125,0.0576171875,0.052734375,40.283203125,-6.7138671875,5.126953125,101422,,
09/04/2020 08:50:17.280,2,,-0.0634765625,-0.1142578125,-0.1904296875,128.173828125,-49.560546875,-1.89208984375,101421,,
09/04/2020 08:50:17.393,2,,0.361328125,-0.2783203125,0.4345703125,-108.82568359375,3.662109375,-19.83642578125,101421,,
09/04/2020 08:50:17.481,2,,0.1865234375,-0.255859375,1.6455078125,32.5927734375,-8.6669921875,5.9814453125,101421,,
09/04/2020 08:50:17.642,2,,0.251953125,0.201171875,1.076171875,-294.43359375,-10.25390625,-1.28173828125,101421,,
09/04/2020 08:50:17.819,2,,-0.142578125,0.97265625,0.6171875,-67.68798828125,-2.25830078125,-0.30517578125,101422,,
09/04/2020 08:50:17.910,2,,-0.1611328125,0.0341796875,0.33203125,-6.4697265625,-51.45263671875,-2.9296875,101422,,
09/04/2020 08:50:18.046,2,,-3.33984375,0.125,-0.060546875,71.35009765625,66.71142578125,-12.5732421875,101422,,
09/04/2020 08:50:18.117,2,,0.0703125,0.11328125,1.345703125,-68.9697265625,-11.71875,-0.79345703125,101422,,
09/04/2020 08:50:18.277,3,,-0.060546875,0.0185546875,0.498046875,137.451171875,-4.08935546875,14.22119140625,101421,,
09/04/2020 08:50:18.438,3,,0.0966796875,-0.259765625,0.8017578125,275.7568359375,14.6484375,10.68115234375,101421,,
09/04/2020 08:50:18.524,3,,-0.1162109375,0.0458984375,1.66796875,-333.67919921875,5.92041015625,-5.18798828125,101421,,
09/04/2020 08:50:18.709,3,,-0.177734375,-0.3388671875,0.853515625,-170.22705078125,-2.44140625,-1.3427734375,101420,,
09/04/2020 08:50:18.787,3,,-0.734375,0.3671875,0.615234375,17.39501953125,-19.34814453125,-27.099609375,101420,,
09/04/2020 08:50:18.952,3,,-0.3642578125,0.248046875,-0.21875,-102.9052734375,-6.28662109375,3.5400390625,101420,,
09/04/2020 08:50:19.133,3,,0.275390625,-0.7783203125,-1.2119140625,249.755859375,8.23974609375,4.39453125,101420,LEFT,
09/04/2020 08:50:19.346,4,,0.3486328125,0.22265625,1.03515625,-134.27734375,-7.14111328125,3.60107421875,101421,LEFT,
09/04/2020 08:50:19.462,4,,0.5390625,-0.2138671875,0.78125,-50.9033203125,-5.4931640625,8.30078125,101421,LEFT,
09/04/2020 08:50:19.617,4,,0.2255859375,-0.1474609375,-0.0458984375,-159.72900390625,-13.36669921875,-9.94873046875,101421,LEFT,
09/04/2020 08:50:19.702,4,,-0.9677734375,-0.6845703125,4.341796875,467.4072265625,1.03759765625,-192.07763671875,101420,LEFT,
09/04/2020 08:50:19.927,4,,-0.5419921875,-0.9765625,0.54296875,145.8740234375,0.67138671875,8.056640625,101420,LEFT,
09/04/2020 08:50:20.003,4,,0.3076171875,-0.0595703125,1.11328125,59.38720703125,2.3193359375,-0.6103515625,101420,LEFT,
09/04/2020 08:50:20.115,4,,-0.0078125,0.0,0.9423828125,2.9296875,0.54931640625,-0.3662109375,101420,LEFT,
09/04/2020 08:50:20.270,4,,0.009765625,-0.0380859375,0.9287109375,8.23974609375,0.79345703125,-0.3662109375,101420,LEFT,
09/04/2020 08:50:20.370,4,,0.015625,0.0244140625,0.9951171875,0.244140625,0.48828125,-0.42724609375,101420,,
09/04/2020 08:50:20.484,4,,0.00390625,-0.0234375,0.931640625,-3.2958984375,0.91552734375,-0.91552734375,101420,,
09/04/2020 08:50:20.631,4,,0.0244140625,-0.021484375,0.962890625,-4.150390625,0.79345703125,-1.40380859375,101420,,
09/04/2020 08:50:20.829,4,,0.04296875,-0.01953125,1.025390625,-0.8544921875,0.1220703125,-1.40380859375,101421,,
09/04/2020 08:50:20.890,4,,0.0400390625,0.01171875,0.908203125,-0.06103515625,0.48828125,-0.79345703125,101421,LEFT,
09/04/2020 08:50:21.073,4,,0.021484375,-0.01171875,0.9765625,-2.44140625,0.67138671875,-1.3427734375,101421,,
09/04/2020 08:50:21.187,4,,0.0283203125,-0.0068359375,1.017578125,-2.3193359375,0.67138671875,-1.5869140625,101421,,
09/04/2020 08:50:21.301,4,,0.029296875,-0.0224609375,0.9755859375,-1.15966796875,0.91552734375,-1.40380859375,101421,,
09/04/2020 08:50:21.524,4,,0.0380859375,-0.0283203125,0.9931640625,-1.953125,1.15966796875,-1.03759765625,101421,,
09/04/2020 08:50:21.601,4,,0.01953125,-0.0244140625,1.0009765625,-3.41796875,1.03759765625,-0.9765625,101421,,
09/04/2020 08:50:21.764,4,,0.013671875,-0.0146484375,0.984375,0.54931640625,0.54931640625,-0.6103515625,101421,,
09/04/2020 08:50:21.936,4,,0.0107421875,-0.017578125,0.98828125,-0.9765625,0.79345703125,-1.03759765625,101421,,
09/04/2020 08:50:22.095,4,,0.03125,-0.0107421875,0.9765625,-1.5869140625,0.91552734375,-1.0986328125,101421,,
09/04/2020 08:50:22.192,4,,0.033203125,0.0,1.0029296875,-2.9296875,0.48828125,-1.40380859375,101421,,
09/04/2020 08:50:22.347,4,,0.029296875,-0.0263671875,0.9951171875,-1.5869140625,0.18310546875,-1.64794921875,101421,,
09/04/2020 08:50:22.532,4,,0.03125,-0.0146484375,1.0234375,-2.74658203125,0.3662109375,-0.9765625,101421,,
09/04/2020 08:50:22.616,4,,0.0302734375,-0.009765625,1.005859375,-2.197265625,0.79345703125,-0.67138671875,101421,,
09/04/2020 08:50:22.765,4,,0.0341796875,-0.0087890625,0.9833984375,-1.15966796875,0.48828125,-0.9765625,101421,,
09/04/2020 08:50:22.956,4,,0.0029296875,0.0029296875,0.9814453125,-0.42724609375,0.9765625,-1.03759765625,101421,,
09/04/2020 08:50:23.147,4,,0.025390625,-0.0322265625,1.01171875,-0.6103515625,0.42724609375,-1.3427734375,101421,,
09/04/2020 08:50:23.267,4,,0.037109375,-0.0185546875,0.994140625,-2.62451171875,1.03759765625,-0.9765625,101421,,
09/04/2020 08:50:23.395,4,,0.015625,-0.033203125,1.0029296875,-1.5869140625,0.79345703125,-0.8544921875,101421,,
09/04/2020 08:50:23.479,4,,0.0419921875,0.0078125,1.0009765625,-2.13623046875,0.54931640625,-1.03759765625,101421,,
09/04/2020 08:50:23.586,4,,0.017578125,-0.021484375,0.998046875,-0.42724609375,0.0,-0.732421875,101421,,
09/04/2020 08:50:23.763,4,,0.0478515625,-0.0078125,1.0,-2.3193359375,0.54931640625,-1.52587890625,101421,,
09/04/2020 08:50:23.854,4,,0.0283203125,-0.0107421875,1.021484375,-0.06103515625,0.79345703125,-1.28173828125,101421,,
09/04/2020 08:50:24.014,4,,0.0341796875,0.0009765625,1.01171875,-3.662109375,0.8544921875,-1.220703125,101421,,
09/04/2020 08:50:24.117,4,,0.0263671875,-0.0078125,1.0068359375,0.30517578125,0.732421875,-0.67138671875,101421,,
09/04/2020 08:50:24.218,4,,0.044921875,-0.005859375,0.982421875,1.220703125,0.79345703125,-0.91552734375,101421,,
09/04/2020 08:50:24.389,4,,0.04296875,-0.013671875,0.99609375,-0.91552734375,0.8544921875,-1.0986328125,101421,,
09/04/2020 08:50:24.566,4,,0.0283203125,-0.0087890625,0.9677734375,-3.41796875,0.732421875,-0.8544921875,101421,,
09/04/2020 08:50:24.733,4,,0.041015625,-0.0205078125,1.005859375,-3.41796875,0.54931640625,-1.46484375,101421,,
09/04/2020 08:50:24.897,4,,0.025390625,-0.01953125,0.970703125,-1.64794921875,0.6103515625,-1.8310546875,101421,,
09/04/2020 08:50:25.014,4,,0.0283203125,-0.01953125,1.001953125,-1.3427734375,0.30517578125,-0.732421875,101421,,
09/04/2020 08:50:25.181,4,,0.0234375,-0.01171875,0.974609375,-0.6103515625,0.54931640625,-1.0986328125,101421,,
09/04/2020 08:50:25.280,4,,0.03125,0.0029296875,1.001953125,0.48828125,0.6103515625,-0.30517578125,101421,,
09/04/2020 08:50:25.373,4,,0.0205078125,-0.0126953125,1.0029296875,-2.13623046875,1.15966796875,-1.0986328125,101421,,
09/04/2020 08:50:25.533,4,,-0.0009765625,0.001953125,0.984375,-1.0986328125,0.732421875,-0.67138671875,101421,,
09/04/2020 08:50:25.634,4,,0.03125,-0.0263671875,0.98828125,-0.48828125,0.8544921875,-1.15966796875,101421,,
09/04/2020 08:50:25.818,4,,0.0390625,-0.0107421875,1.005859375,-1.220703125,0.6103515625,-1.953125,101422,,
09/04/2020 08:50:25.949,4,,0.02734375,-0.0205078125,1.0087890625,-0.48828125,0.9765625,-1.40380859375,101422,,
09/04/2020 08:50:26.112,4,,0.0517578125,-0.0205078125,1.0283203125,-2.0751953125,0.8544921875,-1.28173828125,101422,,
09/04/2020 08:50:26.245,4,,0.0390625,-0.03125,1.009765625,-0.54931640625,0.9765625,-1.15966796875,101421,,
09/04/2020 08:50:26.405,4,,0.0390625,-0.013671875,0.986328125,-1.953125,0.732421875,-1.40380859375,101421,,
09/04/2020 08:50:26.546,4,,0.0244140625,0.0029296875,0.9912109375,-1.46484375,1.0986328125,-1.46484375,101421,,
09/04/2020 08:50:26.695,4,,-0.0009765625,-0.013671875,0.9775390625,-2.74658203125,1.28173828125,-0.91552734375,101421,,
09/04/2020 08:50:26.909,4,,0.0498046875,-0.0244140625,0.9697265625,-1.46484375,0.8544921875,-1.15966796875,101421,,
09/04/2020 08:50:27.080,4,,0.0302734375,-0.0107421875,0.998046875,-2.3193359375,0.48828125,-1.708984375,101421,,
09/04/2020 08:50:27.180,4,,-0.22265625,-0.310546875,0.9111328125,-40.83251953125,-70.37353515625,0.0,101420,,
09/04/2020 08:50:27.292,4,,-0.3427734375,0.0732421875,1.162109375,42.236328125,1.77001953125,-2.685546875,101420,,
09/04/2020 08:50:27.474,4,,-0.9970703125,0.431640625,-1.41015625,140.5029296875,-48.40087890625,16.11328125,101420,,
09/04/2020 08:50:27.569,4,,-0.494140625,0.3955078125,0.4072265625,-371.52099609375,-0.42724609375,-3.173828125,101420,,
09/04/2020 08:50:27.667,5,,-0.4814453125,0.50390625,2.8349609375,508.6669921875,-7.4462890625,-10.07080078125,101420,,
09/04/2020 08:50:27.772,5,,0.392578125,-0.4375,1.6767578125,-107.0556640625,-4.21142578125,20.99609375,101420,,
09/04/2020 08:50:27.902,5,,-0.1474609375,-0.12109375,0.568359375,84.9609375,-6.103515625,11.8408203125,101420,,
09/04/2020 08:50:28.037,5,,-0.0537109375,-0.1572265625,0.65234375,-300.6591796875,-3.90625,0.67138671875,101420,,
09/04/2020 08:50:28.200,5,,0.2451171875,0.181640625,0.5146484375,-144.4091796875,-5.9814453125,3.2958984375,101422,,
09/04/2020 08:50:28.298,5,,0.1142578125,-0.115234375,0.9814453125,-342.041015625,1.28173828125,-5.615234375,101422,,
09/04/2020 08:50:28.450,5,,0.9736328125,-0.2275390625,3.546875,56.33544921875,47.7294921875,-13.18359375,101422,,
09/04/2020 08:50:28.588,5,,-0.1328125,-0.5869140625,1.203125,-107.48291015625,-3.96728515625,0.06103515625,101422,,
09/04/2020 08:50:28.728,5,,-0.2890625,0.771484375,-1.076171875,57.373046875,17.333984375,1.3427734375,101422,,
09/04/2020 08:50:28.871,5,,-0.5615234375,0.400390625,-1.0263671875,-125.732421875,-246.4599609375,8.6669921875,101422,,
09/04/2020 08:50:28.954,5,,0.5546875,0.451171875,0.5087890625,-152.64892578125,-7.26318359375,-2.3193359375,101422,,
09/04/2020 08:50:29.068,5,,0.208984375,0.5244140625,0.4560546875,-38.9404296875,1.708984375,7.4462890625,101422,,
09/04/2020 08:50:29.157,6,,-0.09765625,0.072265625,-0.2451171875,8.72802734375,16.845703125,-0.79345703125,101422,,
09/04/2020 08:50:29.255,6,,0.51953125,0.3232421875,0.1376953125,57.55615234375,-299.86572265625,4.82177734375,101422,,
09/04/2020 08:50:29.389,6,,0.0751953125,-0.015625,-0.0244140625,-19.53125,136.77978515625,-4.21142578125,101422,,
09/04/2020 08:50:29.493,6,,-0.259765625,-0.2802734375,1.80078125,62.43896484375,0.9765625,-7.8125,101422,,
09/04/2020 08:50:29.600,6,,0.1064453125,0.1953125,0.62890625,-155.76171875,4.08935546875,-4.94384765625,101422,,
09/04/2020 08:50:29.734,6,,0.2451171875,-0.58984375,-0.81640625,74.64599609375,20.751953125,10.31494140625,101421,,
09/04/2020 08:50:29.895,6,,-0.4326171875,-0.1796875,1.28125,74.951171875,-8.4228515625,3.41796875,101421,,
09/04/2020 08:50:30.038,6,,-0.298828125,-0.208984375,1.7939453125,-209.89990234375,-0.8544921875,-0.6103515625,101421,,
09/04/2020 08:50:30.117,6,,-0.0234375,-0.0263671875,2.5498046875,117.67578125,-70.1904296875,-5.67626953125,101421,,
09/04/2020 08:50:30.267,6,,-0.0693359375,0.2841796875,0.34375,342.28515625,170.5322265625,-1.46484375,101422,,
09/04/2020 08:50:30.350,6,,-0.046875,0.044921875,0.8916015625,135.1318359375,-13.5498046875,9.46044921875,101422,,
09/04/2020 08:50:30.499,6,,-0.0537109375,-0.138671875,-0.3505859375,42.78564453125,-4.638671875,10.31494140625,101422,,
09/04/2020 08:50:30.592,6,,0.294921875,0.3203125,0.677734375,54.62646484375,-44.0673828125,-1.5869140625,101422,,
09/04/2020 08:50:30.774,6,,-0.529296875,-0.05859375,1.359375,220.3369140625,2.685546875,10.19287109375,101420,,
09/04/2020 08:50:30.873,6,,-0.0419921875,-0.216796875,0.626953125,89.2333984375,5.31005859375,-1.5869140625,101420,,
09/04/2020 08:50:30.979,6,,0.13671875,-0.048828125,1.0087890625,39.85595703125,10.92529296875,-1.89208984375,101420,,
09/04/2020 08:50:31.064,6,,0.041015625,-0.5673828125,2.2373046875,162.17041015625,49.560546875,-12.26806640625,101420,,
09/04/2020 08:50:31.204,6,,-3.1064453125,0.052734375,-2.4736328125,108.642578125,4.45556640625,-49.49951171875,101420,,
